file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	744	1	1	0.24088	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	746	1	1	0.94047	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	749	21	18	13.64685	3	48
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	753	1	1	0.08397	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	755	1	1	0.15535	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	759	3	2	1.98621	2	8
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	760	1	1	0.16521	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	763	1	1	0.76255	1	3
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	768	9	7	7.96103	2	32
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	770	5	4	3.29958	2	14
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	771	1	1	0.37386	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	772	3	2	1.99375	1	7
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	773	7	5	7.166	2	30
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	774	1	1	0.40495	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	775	1	1	0.21054	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	777	10	6	10.3945	2	42
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	778	2	2	1.12244	1	5
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	780	1	1	0.44273	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	785	10	9	6.4099	4	27
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	786	2	2	1.35704	1	4
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	788	1	1	0.03923	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	789	3	3	1.87091	2	7
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	790	5	4	2.47303	2	11
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	792	1	1	2.40505	1	5
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	794	1	1	0.52401	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	799	1	1	0.16824	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	800	6	4	5.46058	2	24
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	803	12	9	7.79141	4	35
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	804	10	8	6.46084	3	28
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	805	7	6	5.43331	2	22
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	809	2	1	0.97772	1	4
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	811	21	17	12.85506	5	48
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	812	2	2	0.82572	1	4
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	821	4	3	3.03174	2	13
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	822	1	1	0.2153	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	825	2	2	1.14135	1	5
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	828	1	1	0.3839	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	829	3	2	3.47546	2	9
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	830	1	1	0.12677	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	831	3	3	2.26807	2	8
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	833	2	2	1.1366	1	5
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	834	4	2	4.19042	1	18
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	835	1	1	0.69367	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	841	1	1	0.01225	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	842	1	1	0.58361	1	3
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	845	7	3	9.70387	2	43
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	847	3	2	4.12214	1	10
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	848	11	8	8.25913	3	36
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	849	9	6	8.049	2	33
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	850	1	1	0.11471	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	852	2	2	0.7303	1	4
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	853	29	30	12.35328	7	49
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	854	4	4	2.29635	2	11
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	855	9	5	9.13612	2	41
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	856	4	2	5.62161	1	21
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	857	1	1	0.01517	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	858	17	14	10.20585	5	44
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	859	2	2	0.73495	1	4
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	860	4	2	3.59296	2	14
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	861	1	1	0.21581	1	2
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	864	1	1	0.07051	1	1
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	C	866	3	2	2.06847	2	6
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay77	0.0834345657057057	0.077746	0.03871	0.025266	0.173373
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay30	0.731575165265265	0.7343595	0.0632	0.5999749	0.846631
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay78	0.25449667981982	0.252293	0.0568	0.150018	0.371431
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay89	0.791232784834835	0.793252	0.05311	0.681280475	0.887215
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay68	0.658031474124124	0.6593765	0.06558	0.52581995	0.782048675
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay82	0.526968689349349	0.531883	0.09154	0.339494275	0.691898125
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay28	0.625278691081081	0.6260785	0.06838	0.4900489	0.75381515
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay3	0.923824936116116	0.929831	0.03749	0.834877	0.978926
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay101	0.873135868758759	0.876834	0.04021	0.78389655	0.940307
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay29	0.992319361481481	0.993976	0.00604	0.975994	0.999134
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay56	0.163509718518519	0.160291	0.047	0.081888	0.262815
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay74	0.404187275905906	0.403674	0.0679	0.27401995	0.537927
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay85	0.971045272402402	0.974083	0.01516	0.9334137	0.99204
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay102	0.890389183593594	0.893901	0.03773	0.807277	0.953032
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay91	0.752159776646647	0.75504	0.06101	0.625163475	0.865516
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay75	0.0642686549349349	0.056431	0.03641	0.017563	0.155211
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	P	assay88	0.558027034224224	0.557066	0.07969	0.4049769	0.7137751
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	e1	e1	0.0606669333933934	0.061658	0.0102	0.04166	0.079779525
Kihihi_24BarcodeTest_50maxCOI/24_100.txt	e2	e2	0.119677279379379	0.12624	0.03045	0.058876	0.167341
