file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	744	1	1	0.13006	1	1
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	749	2	2	0.97317	1	5
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	753	1	1	0.25413	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	755	1	1	0.62026	1	1
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	760	1	1	0.19491	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	763	2	1	0.91646	1	4
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	778	1	1	0.39816	1	1
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	780	2	1	0.87497	1	4
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	786	1	1	1.90651	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	789	3	3	1.20423	2	6
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	803	12	10	6.9523	4	31
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	811	7	6	3.23981	3	15
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	812	3	2	1.01954	2	5
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	821	1	1	0.83021	1	4
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	822	2	1	0.72279	1	3
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	828	1	1	0.18378	1	1
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	829	2	2	0.92211	1	5
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	830	1	1	0.26113	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	831	3	3	1.61247	2	7
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	842	1	1	0.52262	1	3
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	850	1	1	0.49498	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	852	3	2	2.10987	2	8
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	853	9	7	6.49302	3	28
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	854	4	4	2.34321	2	10
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	856	1	1	0.20526	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	857	1	1	0.11181	1	1
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	858	15	13	9.50213	5	43
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	859	2	1	0.83747	1	4
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	861	1	1	0.55452	1	2
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	C	866	3	2	1.24239	1	6
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay34	0.129353360530531	0.122288	0.05314	0.04614265	0.25067
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay80	0.456505670720721	0.45455	0.09808	0.27109365	0.6515753
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay81	0.131038205795796	0.125631	0.05057	0.048256	0.245542
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay89	0.839055333393393	0.84462	0.05577	0.714441	0.932076
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay103	0.478235645995996	0.477401	0.10839	0.269442	0.6870512
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay85	0.947427648298298	0.952676	0.02882	0.876966	0.987907
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay86	0.232802712382382	0.224266	0.07905	0.102808	0.409345075
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay87	0.813229547367367	0.8217315	0.0755	0.643726	0.934619
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay5	0.950903188108108	0.955852	0.02796	0.883815	0.989939525
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay75	0.0902500471471471	0.0792	0.05428	0.020241	0.226074
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay79	0.419182612782783	0.417902	0.08565	0.25652675	0.588924
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay94	0.0745363303903904	0.068931	0.03716	0.019399	0.162128
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay104	0.93230860039039	0.93785	0.03521	0.848558	0.983783625
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay28	0.6113071598999	0.613974	0.08604	0.43804	0.77104515
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay31	0.977484733273273	0.983086	0.02065	0.923026	0.999289
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	P	assay25	0.0376174413513514	0.033036	0.02371	0.006092	0.096205
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	e1	e1	0.0474864874074074	0.04587	0.00728	0.035308	0.065482
Kihihi_24BarcodeTest_50maxCOI/24_36.txt	e2	e2	0.0715005401301301	0.071521	0.00956	0.05406395	0.089838
