file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	744	1	1	0.03	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	749	4	3	1.48048	2	7
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	753	1	1	0.17958	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	755	1	1	0.11671	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	759	1	1	0.06851	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	760	1	1	0.03794	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	763	2	2	1.01382	1	5
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	773	4	3	2.5342	2	11
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	774	1	1	0.26196	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	775	1	1	0.29186	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	778	2	2	1.15665	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	785	14	11	8.77908	4	39
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	786	1	1	0.87719	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	788	1	1	0.59807	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	789	4	3	1.60783	2	7
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	790	4	3	2.30283	2	10
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	792	1	1	0.6106	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	794	1	1	0.81856	1	3
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	800	3	2	2.07059	2	8
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	803	18	16	9.22847	6	42
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	811	6	5	2.69903	2	12
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	812	6	3	8.23058	2	38
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	821	2	2	0.74678	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	822	1	1	0.45509	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	825	3	2	2.45652	1	10
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	828	1	1	0.20052	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	829	4	3	2.86906	2	12
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	830	1	1	0.19461	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	831	8	4	9.37151	2	40
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	833	2	2	0.68091	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	834	2	2	0.6776	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	841	1	1	0.04403	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	842	1	1	0.50715	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	845	1	1	0.72904	1	3
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	850	1	1	0.27043	1	2
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	852	2	2	1.09686	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	853	11	10	6.89794	4	32
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	854	3	3	1.73052	2	8
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	857	1	1	0.68311	1	1
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	858	11	8	9.12588	3	41
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	859	2	2	0.67312	1	4
Kihihi_24BarcodeTest_50maxCOI/24_53.txt	C	861	1	1	0.62415	1	2
